"Variable" "Variable_type" "N" "Converged" "Beta" "SE" "Variable_pvalue" "LRT_pvalue" "Diff_AIC" "pval" "outcome" "weight" "pvalue_Bonf" "pvalue_FDR"
"DR1TVB6" "continuous" 3703 TRUE "0.00736263092341953" "0.0115311900212266" "0.53218395305355" "None" "None" 0.53218395305355 "logLBXB12" "WTDR4YR (46 observations are missing weights)" 1 0.798517055556884
"THIAMIN_mg" "continuous" 3748 TRUE "0.00233148750286146" "0.00374997239299384" "0.54287465491259" "None" "None" 0.54287465491259 "logLBXB12" "WTMEC4YR" 1 0.798517055556884
"LBXTCD" "continuous" 216 TRUE "0.00454082668658299" "0.00640963494659747" "0.552113414988042" "None" "None" 0.552113414988042 "logLBXB12" "WTMEC4YR" 1 0.798517055556884
"LBXD01" "continuous" 218 TRUE "0.00360550626137553" "0.00509026962527983" "0.552176203274309" "None" "None" 0.552176203274309 "logLBXB12" "WTSPO4YR" 1 0.798517055556884
"URXP01" "continuous" 552 TRUE "-7.40916531646742e-07" "1.11696614695536e-06" "0.554537685328036" "None" "None" 0.554537685328036 "logLBXB12" "WTSPH4YR" 1 0.798517055556884
"LBXHBS" "categorical" 3537 TRUE "None" "None" "None" "0.557733831703419" "None" 0.557733831703419 "logLBXB12" "WTMEC4YR" 1 0.798517055556884
"VITAMIN_B_6_mg" "continuous" 3748 TRUE "0.00103367105995222" "0.00173102206825946" "0.558767108923304" "None" "None" 0.558767108923304 "logLBXB12" "WTMEC4YR" 1 0.798517055556884
"LBDRUIU" "continuous" 3088 TRUE "0.000174658006151702" "0.000293164945325942" "0.559664949671434" "None" "None" 0.559664949671434 "logLBXB12" "WTMEC4YR" 1 0.798517055556884
"LBX183" "continuous" 485 TRUE "1.74956583220437" "2.93734709454051" "0.559755653711929" "None" "None" 0.559755653711929 "logLBXB12" "WTSPO4YR" 1 0.798517055556884
"DR1TSELE" "continuous" 3703 TRUE "0.000128266789781301" "0.000217274247060124" "0.563205266238189" "None" "None" 0.563205266238189 "logLBXB12" "WTDR4YR (46 observations are missing weights)" 1 0.798517055556884
"DRD370B" "categorical" 1084 TRUE "None" "None" "None" "0.590287094929681" "None" 0.590287094929681 "logLBXB12" "WTDR4YR (18 observations are missing weights)" 1 0.826348385312371
"LBXHXC" "continuous" 216 TRUE "0.00060770346985014" "0.000958235039552425" "0.590819135392419" "None" "None" 0.590819135392419 "logLBXB12" "WTSPO4YR" 1 0.826348385312371
"LBX138" "continuous" 482 TRUE "0.283371057031478" "0.525031052911564" "0.596820665120121" "None" "None" 0.596820665120121 "logLBXB12" "WTSPO4YR" 1 0.828060146382423
"DR1TPOTA" "continuous" 3703 TRUE "4.9912299740733e-06" "9.41426986280298e-06" "0.603269929510012" "None" "None" 0.603269929510012 "logLBXB12" "WTDR4YR (46 observations are missing weights)" 1 0.828060146382423
"LBXF07" "continuous" 217 TRUE "0.00318028849475303" "0.00522745431926733" "0.60482421545485" "None" "None" 0.60482421545485 "logLBXB12" "WTSPO4YR" 1 0.828060146382423
"LBXF05" "continuous" 218 TRUE "0.00228974073297208" "0.00380027013927385" "0.608044165459557" "None" "None" 0.608044165459557 "logLBXB12" "WTSPO4YR" 1 0.828060146382423
"LBXF02" "continuous" 219 TRUE "0.00367670079852854" "0.00627939373263405" "0.617466023103889" "None" "None" 0.617466023103889 "logLBXB12" "WTSPO4YR" 1 0.828102938060374
"DR1TVK" "continuous" 2017 TRUE "-8.80471234579143e-05" "0.00016190049594017" "0.624367410186011" "None" "None" 0.624367410186011 "logLBXB12" "WTDR4YR" 1 0.828102938060374
"DR1TBCAR" "continuous" 2017 TRUE "2.56604087659208e-06" "4.77417790817146e-06" "0.628244144142488" "None" "None" 0.628244144142488 "logLBXB12" "WTDR4YR" 1 0.828102938060374
"DR1TLZ" "continuous" 2017 TRUE "-4.28965120389645e-06" "8.01292325525762e-06" "0.629554997266012" "None" "None" 0.629554997266012 "logLBXB12" "WTDR4YR" 1 0.828102938060374
"DR1TS120" "continuous" 3703 TRUE "0.00353017664804149" "0.00731221672750911" "0.635792514070818" "None" "None" 0.635792514070818 "logLBXB12" "WTDR4YR (46 observations are missing weights)" 1 0.828102938060374
"private_water_source" "categorical" 3712 TRUE "None" "None" "None" "0.636050572382024" "None" 0.636050572382024 "logLBXB12" "WTMEC4YR" 1 0.828102938060374
"DR1TNIAC" "continuous" 3703 TRUE "0.000424539470444178" "0.000880120009605762" "0.636079068365215" "None" "None" 0.636079068365215 "logLBXB12" "WTDR4YR (46 observations are missing weights)" 1 0.828102938060374
"VITAMIN_A_IU" "continuous" 3747 TRUE "2.58032132235566e-07" "5.44147827438892e-07" "0.641767646133593" "None" "None" 0.641767646133593 "logLBXB12" "WTMEC4YR" 1 0.830286892185336
"DRD340" "categorical" 2025 TRUE "None" "None" "None" "0.654845790638775" "None" 0.654845790638775 "logLBXB12" "WTDR4YR (45 observations are missing weights)" 1 0.836689763774129
"URXUPT" "continuous" 983 TRUE "0.194035030199253" "0.427763210421153" "0.656205792613451" "None" "None" 0.656205792613451 "logLBXB12" "WTSHM4YR" 1 0.836689763774129
"DR1TLYCO" "continuous" 2017 TRUE "-6.24385114396975e-07" "1.27885765561769e-06" "0.658842664227937" "None" "None" 0.658842664227937 "logLBXB12" "WTDR4YR" 1 0.836689763774129
"URXMNP" "continuous" 1043 TRUE "-0.00107688008232928" "0.00251789870388691" "0.674577582290524" "None" "None" 0.674577582290524 "logLBXB12" "WTSPH4YR" 1 0.841134709833045
"URXUTU" "continuous" 943 TRUE "0.012341296692899" "0.0291775190287782" "0.677945320568654" "None" "None" 0.677945320568654 "logLBXB12" "WTSHM4YR" 1 0.841134709833045
"URXDMA" "continuous" 996 TRUE "2.92457384534899e-05" "6.96032130293302e-05" "0.679943940606476" "None" "None" 0.679943940606476 "logLBXB12" "WTSPH4YR" 1 0.841134709833045
"URXP13" "continuous" 989 TRUE "0.000222668742481905" "0.000531811463268765" "0.681002850333511" "None" "None" 0.681002850333511 "logLBXB12" "WTMEC4YR" 1 0.841134709833045
"URXP02" "continuous" 552 TRUE "5.98323698900026e-07" "1.32696205837736e-06" "0.682660054357254" "None" "None" 0.682660054357254 "logLBXB12" "WTSPH4YR" 1 0.841134709833045
"URXP24" "continuous" 552 TRUE "7.59149231501247e-05" "0.000178545211500074" "0.699356131791776" "None" "None" 0.699356131791776 "logLBXB12" "WTMEC4YR" 1 0.856607806395843
"LBX180" "continuous" 484 TRUE "0.249117916589714" "0.644609266620225" "0.704244568531554" "None" "None" 0.704244568531554 "logLBXB12" "WTSPO4YR" 1 0.856993061554899
"DR1TP183" "continuous" 3703 TRUE "-0.00455961090776239" "0.0120991378139919" "0.711233182362393" "None" "None" 0.711233182362393 "logLBXB12" "WTDR4YR (46 observations are missing weights)" 1 0.856993061554899
"LBXF08" "continuous" 200 TRUE "0.000519598477986807" "0.00122210276631417" "0.712090853079433" "None" "None" 0.712090853079433 "logLBXB12" "WTSPO4YR" 1 0.856993061554899
"IRON_mg" "continuous" 3746 TRUE "6.48352855944503e-05" "0.000175632206358375" "0.716852878394839" "None" "None" 0.716852878394839 "logLBXB12" "WTMEC4YR" 1 0.857737259119836
"DRD350HQ" "continuous" 501 TRUE "0.00313817650389527" "0.00917428040709731" "0.738220096734973" "None" "None" 0.738220096734973 "logLBXB12" "WTDR4YR (10 observations are missing weights)" 1 0.877072547200924
"DR1TM221" "continuous" 3703 TRUE "-0.0290540477515419" "0.0873880706183733" "0.743849288252055" "None" "None" 0.743849288252055 "logLBXB12" "WTDR4YR (46 observations are missing weights)" 1 0.877072547200924
"LBX153" "continuous" 485 TRUE "0.136043442067975" "0.420752741536628" "0.750630209466813" "None" "None" 0.750630209466813 "logLBXB12" "WTSPO4YR" 1 0.877072547200924
"URXP15" "continuous" 989 TRUE "-0.000133033588068722" "0.000411612194335532" "0.7507284544838" "None" "None" 0.7507284544838 "logLBXB12" "WTMEC4YR" 1 0.877072547200924
"LBXF06" "continuous" 214 TRUE "0.00177514950504738" "0.00502801821980006" "0.75778844028605" "None" "None" 0.75778844028605 "logLBXB12" "WTSPO4YR" 1 0.877072547200924
"DR1TTHEO" "continuous" 3703 TRUE "1.80730652469472e-05" "5.77689068410848e-05" "0.758434714729301" "None" "None" 0.758434714729301 "logLBXB12" "WTDR4YR (46 observations are missing weights)" 1 0.877072547200924
"how_many_years_in_house" "categorical" 3744 TRUE "None" "None" "None" "0.77528357362655" "None" 0.77528357362655 "logLBXB12" "WTMEC4YR" 1 0.891576109670532
"DRD370A" "categorical" 1084 TRUE "None" "None" "None" "0.781119931519406" "None" 0.781119931519406 "logLBXB12" "WTDR4YR (18 observations are missing weights)" 1 0.893325004555342
"DR1TZINC" "continuous" 3703 TRUE "0.000403200158578279" "0.00171423377237314" "0.817031802956174" "None" "None" 0.817031802956174 "logLBXB12" "WTDR4YR (46 observations are missing weights)" 1 0.928641400257986
"DR1TSUGR" "continuous" 2017 TRUE "-3.53876062585139e-05" "0.000143373531228386" "0.820972832112132" "None" "None" 0.820972832112132 "logLBXB12" "WTDR4YR" 1 0.928641400257986
"LBXTHG" "continuous" 635 TRUE "-0.00297618072601512" "0.0136176706859961" "0.829761695454942" "None" "None" 0.829761695454942 "logLBXB12" "WTMEC4YR" 1 0.93348190738681
"LBXIRN" "continuous" 3737 TRUE "-4.43741701875485e-05" "0.000218898872870886" "0.841912848797485" "None" "None" 0.841912848797485 "logLBXB12" "WTMEC4YR" 1 0.942032214600429
"LBXD07" "continuous" 218 TRUE "-1.27068096880662e-05" "5.93604298867747e-05" "0.85034007939128" "None" "None" 0.85034007939128 "logLBXB12" "WTSPO4YR" 1 0.94634621738707
"URXGNS" "continuous" 1048 TRUE "7.62336922072816e-06" "4.16612868738369e-05" "0.857108792270779" "None" "None" 0.857108792270779 "logLBXB12" "WTSPH4YR" 1 0.947107034727578
"URXP16" "continuous" 963 TRUE "-0.000463696111234253" "0.00267800921719712" "0.864705400279664" "None" "None" 0.864705400279664 "logLBXB12" "WTMEC4YR" 1 0.947107034727578
"LBXMS1" "categorical" 2008 TRUE "None" "None" "None" "0.864749901273006" "None" 0.864749901273006 "logLBXB12" "WTMEC4YR" 1 0.947107034727578
"URXOP4" "continuous" 1264 TRUE "-0.00054602085436946" "0.00389866037461577" "0.890365670333225" "None" "None" 0.890365670333225 "logLBXB12" "WTSPP4YR" 1 0.965277024903516
"DR1TP205" "continuous" 3703 TRUE "-0.0140129168525589" "0.100331034526455" "0.89066624036991" "None" "None" 0.89066624036991 "logLBXB12" "WTDR4YR (46 observations are missing weights)" 1 0.965277024903516
"LBX196" "continuous" 268 TRUE "-1.01651960525093" "7.43842338388128" "0.899956626900961" "None" "None" 0.899956626900961 "logLBXB12" "WTSPO4YR" 1 0.970265738377598
"LBX187" "continuous" 484 TRUE "0.160903347030197" "1.47632591935381" "0.914566367503042" "None" "None" 0.914566367503042 "logLBXB12" "WTSPO4YR" 1 0.97715285572871
"SMD410" "categorical" 3748 TRUE "None" "None" "None" "0.915785768170868" "None" 0.915785768170868 "logLBXB12" "WTMEC4YR" 1 0.97715285572871
"URXP10" "continuous" 1004 TRUE "1.72792080224783e-06" "2.19057981931815e-05" "0.938106489719309" "None" "None" 0.938106489719309 "logLBXB12" "WTSPH4YR" 1 0.991261702699826
"LBX118" "continuous" 486 TRUE "0.138134558701645" "2.23056803617349" "0.951387199854901" "None" "None" 0.951387199854901 "logLBXB12" "WTSPO4YR" 1 0.991261702699826
"DR1TACAR" "continuous" 2017 TRUE "1.05267460599671e-06" "1.59132452946478e-05" "0.951419396201327" "None" "None" 0.951419396201327 "logLBXB12" "WTDR4YR" 1 0.991261702699826
"LBXME" "continuous" 3088 TRUE "-7.00271286941455e-05" "0.00115039848252871" "0.952214982194475" "None" "None" 0.952214982194475 "logLBXB12" "WTMEC4YR" 1 0.991261702699826
"URXEQU" "continuous" 971 TRUE "-1.75629758694887e-05" "0.000302823414136789" "0.954468846935495" "None" "None" 0.954468846935495 "logLBXB12" "WTSPH4YR" 1 0.991261702699826
"DR1TP225" "continuous" 3703 TRUE "0.0240154706962575" "0.447085502983594" "0.957826729905974" "None" "None" 0.957826729905974 "logLBXB12" "WTDR4YR (46 observations are missing weights)" 1 0.991261702699826
"URXP20" "continuous" 552 TRUE "-3.59918557603885e-05" "0.000769268640370373" "0.965623272913227" "None" "None" 0.965623272913227 "logLBXB12" "WTMEC4YR" 1 0.991261702699826
"URXDAZ" "continuous" 1047 TRUE "-7.27637991858089e-07" "1.74837504572864e-05" "0.967318183310941" "None" "None" 0.967318183310941 "logLBXB12" "WTSPH4YR" 1 0.991261702699826
"DRD370AQ" "continuous" 303 TRUE "0.000248432997199098" "0.00731374289306481" "0.97351123638846" "None" "None" 0.97351123638846 "logLBXB12" "WTDR4YR (5 observations are missing weights)" 1 0.992693723804981
"LBXVAR" "continuous" 3088 TRUE "-2.24864631505184e-05" "0.0012386099186261" "0.985739989052882" "None" "None" 0.985739989052882 "logLBXB12" "WTMEC4YR" 1 0.998490045128553
"URXOP2" "continuous" 1265 TRUE "7.53816877521986e-06" "0.00091515863656123" "0.993529723146229" "None" "None" 0.993529723146229 "logLBXB12" "WTSPP4YR" 1 0.998490045128553
"LBX099" "continuous" 479 TRUE "0.018008927906233" "2.73597768448649" "0.994829523313527" "None" "None" 0.994829523313527 "logLBXB12" "WTSPO4YR" 1 0.998490045128553
"LBXF01" "continuous" 219 TRUE "1.26556291403515e-05" "0.00592658174954765" "0.998490045128553" "None" "None" 0.998490045128553 "logLBXB12" "WTSPO4YR" 1 0.998490045128553
