Variable	Variable_type	N	Converged	Beta	SE	Variable_pvalue	LRT_pvalue	Diff_AIC	pval	outcome	weight	pvalue_Bonf	pvalue_FDR	Group	Set	Pheno
IRON_mg	continuous	9556	TRUE	0.00306843152733337	0.000504451521994587	1.58490840927541e-05	None	None	1.58490840927541e-05	logLBXB12	WTMEC4YR	0.00505585782558855	0.000229811719344934	supplement use	Discovery	VB12
total_days_drink_year	continuous	4609	TRUE	-0.000285048968886164	5.09230731059117e-05	4.00551476233683e-05	None	None	4.00551476233683e-05	logLBXB12	WTMEC4YR	0.0127775920918545	0.000555547482254543	alcohol use	Discovery	VB12
DR1TVB6	continuous	9563	TRUE	0.0284341423511752	0.00520851352906792	5.24896093481056e-05	None	None	5.24896093481056e-05	logLBXB12	WTDR4YR (16 observations are missing weights)	0.0167441853820457	0.000697674390918571	food component recall	Discovery	VB12
LBXMIR	continuous	2941	TRUE	0.0155564207426779	0.00289251607268257	6.1553429797548e-05	None	None	6.1553429797548e-05	logLBXB12	WTSPO4YR	0.0196355441054178	0.000785421764216713	pesticides	Discovery	VB12
DR1TFIBE	continuous	9563	TRUE	0.00293010578790337	0.000579496540460712	0.000116842356492634	None	None	0.000116842356492634	logLBXB12	WTDR4YR (16 observations are missing weights)	0.0372727117211502	0.00143356583542885	food component recall	Discovery	VB12
URXMZP	continuous	3225	TRUE	-0.000673871759420506	0.000134595968652074	0.000129130584685419	None	None	0.000129130584685419	logLBXB12	WTSPH4YR	0.0411926565146487	0.00152565394498699	phthalates	Discovery	VB12
DR1TNIAC	continuous	9563	TRUE	0.00205994182172106	0.000417068683520181	0.000148003363633028	None	None	0.000148003363633028	logLBXB12	WTDR4YR (16 observations are missing weights)	0.0472130729989361	0.00168618117853343	food component recall	Discovery	VB12
LBXRST	continuous	7679	TRUE	0.0671494376917405	0.0147697815292707	0.000330308031279147	None	None	0.000330308031279147	logLBXB12	WTMEC4YR	0.105368261978048	0.00363338834407062	nutrients	Discovery	VB12
LBXGHC	continuous	2913	TRUE	1.19000137354542	0.274161737113297	0.000506112832258145	None	None	0.000506112832258145	logLBXB12	WTSPO4YR	0.161449993490348	0.00538166644967827	pesticides	Discovery	VB12
LBXCOT	continuous	9398	TRUE	-0.000205353830912092	4.79836381914367e-05	0.000574508883190756	None	None	0.000574508883190756	logLBXB12	WTMEC4YR	0.183268333737851	0.00591188173347907	cotinine	Discovery	VB12
DR1TSELE	continuous	9563	TRUE	0.000410128140014023	9.76266620458528e-05	0.000677099090966659	None	None	0.000677099090966659	logLBXB12	WTDR4YR (16 observations are missing weights)	0.215994610018364	0.00674983156307388	food component recall	Discovery	VB12
URXMNP	continuous	3225	TRUE	0.00083523622210739	0.000202132114626393	0.000782067112235209	None	None	0.000782067112235209	logLBXB12	WTSPH4YR	0.249479408803032	0.00755998208494035	phthalates	Discovery	VB12
LBX128	continuous	3033	TRUE	5.15924802222486	1.25890163986572	0.000839695105517526	None	None	0.000839695105517526	logLBXB12	WTSPO4YR	0.267862738660091	0.0076620493731462	pcbs	Discovery	VB12
URXUPB	continuous	3059	TRUE	-0.0332746882150225	0.00812040414573633	0.000840663724326385	None	None	0.000840663724326385	logLBXB12	WTSHM4YR	0.268171728060117	0.0076620493731462	heavy metals	Discovery	VB12
LBXIHG	continuous	3003	TRUE	0.0447553046869611	0.0111241026973243	0.000881618191655146	None	None	0.000881618191655146	logLBXB12	WTMEC4YR	0.281236203137991	0.0077893799274246	heavy metals	Discovery	VB12
PHOSPHORUS_mg	continuous	9577	TRUE	0.000324312264742908	7.98145009550896e-05	0.000903470399105674	None	None	0.000903470399105674	logLBXB12	WTMEC4YR	0.28820705731471	0.0077893799274246	supplement use	Discovery	VB12
VITAMIN_B_6_mg	continuous	9570	TRUE	0.00181881585348644	0.000450889530909165	0.00096118095827054	None	None	0.00096118095827054	logLBXB12	WTMEC4YR	0.306616725688302	0.00806886120232374	supplement use	Discovery	VB12
SMD410	categorical	9576	TRUE	None	None	None	0.00101541219858459	None	0.00101541219858459	logLBXB12	WTMEC4YR	0.323916491348483	0.00830555106021752	smoking family	Discovery	VB12
DR1TTHEO	continuous	9563	TRUE	0.000207656661838616	5.43165994183264e-05	0.00149799695829174	None	None	0.00149799695829174	logLBXB12	WTDR4YR (16 observations are missing weights)	0.477861029695065	0.0119465257423766	food component recall	Discovery	VB12
URXEQU	continuous	3012	TRUE	3.95756688509642e-05	1.04265591983511e-05	0.00158720133572231	None	None	0.00158720133572231	logLBXB12	WTSPH4YR	0.506317226095418	0.0123492006364736	phytoestrogens	Discovery	VB12
URXDMA	continuous	3072	TRUE	7.44774417750749e-05	2.11205672818752e-05	0.0028034118333262	None	None	0.0028034118333262	logLBXB12	WTSPH4YR	0.894288374831056	0.0212925803531204	phytoestrogens	Discovery	VB12
use_water_treatment	categorical	9539	TRUE	None	None	None	0.00351742269537386	None	0.00351742269537386	logLBXB12	WTMEC4YR	1	0.0260943683680061	NA	Discovery	VB12
LBXVIA	continuous	9538	TRUE	0.00134986722158764	0.000402127432193473	0.00400926164156602	None	None	0.00400926164156602	logLBXB12	WTMEC4YR	1	0.0290671469013536	nutrients	Discovery	VB12
LBXCBC	continuous	5068	TRUE	0.0895833124307897	0.0116639231429269	0.00458599938509662	None	None	0.00458599938509662	logLBXB12	WTMEC4YR	1	0.0325096400854627	nutrients	Discovery	VB12
URXETL	continuous	3233	TRUE	6.38810603444114e-06	1.99174754498536e-06	0.00549293311087965	None	None	0.00549293311087965	logLBXB12	WTSPH4YR	1	0.0380922970080567	phytoestrogens	Discovery	VB12
LBXBEC	continuous	5070	TRUE	0.00499796023205889	0.000733316235978192	0.0064608911728739	None	None	0.0064608911728739	logLBXB12	WTMEC4YR	1	0.0438042008357234	nutrients	Discovery	VB12
URXUPT	continuous	3059	TRUE	0.0425718015335635	0.0136428203239404	0.00659122771195838	None	None	0.00659122771195838	logLBXB12	WTSHM4YR	1	0.0438042008357234	heavy metals	Discovery	VB12
URXUSB	continuous	2945	TRUE	-0.0915603265750729	0.0295063108712877	0.00683569097046394	None	None	0.00683569097046394	logLBXB12	WTSHM4YR	1	0.0445017432566938	heavy metals	Discovery	VB12
DSDCOUNT	continuous	9579	TRUE	0.0203649532690284	0.00669230989484777	0.00775072977408485	None	None	0.00775072977408485	logLBXB12	WTMEC4YR	1	0.0494496559586614	supplement use	Discovery	VB12
POTASSIUM_mg	continuous	9576	TRUE	0.000533273710394531	0.000176246932490106	0.00803630729891968	None	None	0.00803630729891968	logLBXB12	WTMEC4YR	1	0.050266314281478	supplement use	Discovery	VB12
LBXVID	continuous	5000	TRUE	0.0059334554253842	0.000982918614488159	0.00911542552272124	None	None	0.00911542552272124	logLBXB12	WTMEC4YR	1	0.0559196296490015	nutrients	Discovery	VB12
LBX177	continuous	2981	TRUE	1.12878653914841	0.39010304678892	0.010581470234323	None	None	0.010581470234323	logLBXB12	WTSPO4YR	1	0.0636884717877177	pcbs	Discovery	VB12
LBXBPB	continuous	9571	TRUE	-0.00666455163475878	0.00234947653576504	0.0119061967433236	None	None	0.0119061967433236	logLBXB12	WTMEC4YR	1	0.0703347548355596	heavy metals	Discovery	VB12
LBXVTC	continuous	1184	TRUE	-0.0350341745371104	0.0125909655854193	0.013313530360782	None	None	0.013313530360782	logLBXB12	WTMEC4YR	1	0.0772184760925357	volatile compounds	Discovery	VB12
quantity_drink_per_day	continuous	4605	TRUE	-0.00766901366370795	0.00281679363876625	0.0150578763113855	None	None	0.0150578763113855	logLBXB12	WTMEC4YR	1	0.085776116845214	alcohol use	Discovery	VB12
num_months_longest_job	continuous	5198	TRUE	-0.00023059814342541	8.56758648397706e-05	0.0160482925580352	None	None	0.0160482925580352	logLBXB12	WTMEC4YR	1	0.0898141285265479	occupation	Discovery	VB12
URXP02	continuous	1675	TRUE	-4.284911102903e-06	8.79730593098168e-07	0.0165358293286864	None	None	0.0165358293286864	logLBXB12	WTSPH4YR	1	0.0909470613077755	hydrocarbons	Discovery	VB12
LBXHXC	continuous	2343	TRUE	0.000212560343494645	8.02719851266408e-05	0.0175405458490546	None	None	0.0175405458490546	logLBXB12	WTSPO4YR	1	0.0948378665398036	pcbs	Discovery	VB12
supplement_count	continuous	5344	TRUE	0.25492042845636	0.0460400956483527	3.62151985249162e-05	None	None	3.62151985249162e-05	anemia	WTMEC4YR	0.0020280511173953	0.00129897401770428	supplement use	Discovery	UA
LBXRBF	continuous	5348	TRUE	0.00344153178118579	0.000635510137113079	4.63919292037243e-05	None	None	4.63919292037243e-05	anemia	WTMEC4YR	0.00259794803540856	0.00129897401770428	nutrients	Discovery	UA
LBXVIA	continuous	5341	TRUE	-0.0182516616545528	0.00503692538277554	0.00209872757513572	None	None	0.00209872757513572	anemia	WTMEC4YR	0.1175287442076	0.0391762480692	nutrients	Discovery	UA
LBXGTC	continuous	4992	TRUE	-0.00375584473350976	0.00112775294988565	0.00396146957902819	None	None	0.00396146957902819	anemia	WTMEC4YR	0.221842296425579	0.0554605741063947	nutrients	Discovery	UA
