ID,SDMVPSU,SDMVSTRA,WTMEC8YR,WTDR8YR,WTSVOC8Y,WTSHM8YR,WTSPO8YR,WTSAU8YR,WTSAF8YR,WTSCI8YR,WTSPH8YR
39395,39395,1,5862.679039,NA,NA,NA,1577.619183,NA,NA,NA,1697.773212
39396,39396,2,34579.32228,NA,NA,NA,5975.860197,NA,NA,NA,7607.2544
39397,39397,2,3995.511226,NA,NA,NA,1393.384962,NA,2786.006573,NA,1539.122184
39398,39398,2,4802.986833,NA,NA,NA,1263.956935,NA,NA,NA,1360.22194
39399,39399,2,17297.6968,15021.67196,NA,10542.90275,4735.628422,NA,NA,NA,4949.339379
39400,39400,2,77071.58309,NA,NA,NA,23197.82381,NA,NA,67401.60231,24501.80769
39401,39401,1,15868.5475,NA,NA,NA,7028.772904,NA,NA,NA,8092.300439
39402,39402,2,80151.79799,63208.02191,NA,0,15793.86719,NA,NA,NA,16503.36489
39403,39403,2,7648.479396,5736.939275,NA,NA,4941.013471,NA,NA,NA,5853.87412
39404,39404,2,104643.8183,NA,NA,NA,19571.45371,NA,77560.60598,NA,20450.64949
39405,39405,1,84823.86048,NA,NA,56012.80825,52088.34815,NA,63064.09729,NA,55207.27947
39406,39406,1,7162.985905,NA,NA,4757.70825,2609.093046,NA,5614.843038,NA,2902.836802
39407,39407,1,11280.77852,NA,NA,NA,NA,NA,NA,NA,NA
39408,39408,1,7503.282562,NA,NA,4914.18625,1505.254571,NA,5231.91986,NA,1755.053988
39409,39409,1,4812.290195,NA,NA,NA,NA,NA,NA,NA,NA
39410,39410,2,4660.167934,3592.59456,NA,0,746.7874432,NA,NA,NA,815.822366
39411,39411,1,90569.07664,89406.45844,NA,54320.419,38114.58079,NA,NA,NA,40396.79485
39412,39412,1,5052.495158,NA,NA,NA,NA,NA,NA,NA,NA
39413,39413,1,47433.96176,NA,NA,30683.6555,9324.159942,NA,NA,36204.43826,10411.57408
39414,39414,1,7421.04078,NA,NA,6071.85275,2662.085509,NA,5404.164802,NA,2961.795401
39415,39415,1,90663.16298,69754.17505,NA,59488.58325,17762.45137,NA,NA,NA,18560.38251
39416,39416,2,44192.64125,NA,NA,NA,6247.791975,NA,NA,39637.24476,6351.250809
39417,39417,1,5859.117517,5097.891214,NA,0,3150.252202,NA,NA,NA,3644.306038
39418,39418,2,16679.39142,NA,NA,NA,6480.869311,NA,11243.7348,NA,7649.21757
39419,39419,2,26593.88267,NA,NA,NA,4650.420953,NA,NA,22767.08591,NA
39420,39420,2,50781.36044,39888.85214,NA,0,8308.289794,NA,NA,NA,8984.852257
39421,39421,2,1610.442154,NA,NA,932.51675,895.2346274,NA,1100.473861,NA,1050.863568
39422,39422,2,83470.18975,NA,NA,NA,16447.75444,NA,NA,62870.63826,17186.62629
39423,39423,2,1224.968032,NA,NA,NA,525.1471126,NA,NA,NA,579.7767008
39424,39424,2,62731.71317,NA,NA,NA,25608.19683,NA,46525.70493,NA,27047.67133
39425,39425,2,7407.153201,6036.589916,NA,4851.2275,NA,NA,NA,NA,NA
39426,39426,1,19973.8521,NA,NA,13690.3545,2312.273329,NA,NA,14733.87281,2416.622341
39427,39427,2,37989.46149,NA,NA,NA,19343.81589,NA,34255.66186,NA,23608.93926
39428,39428,2,22501.26941,14615.37718,NA,13227.17525,3215.485315,NA,NA,NA,3440.438278
39429,39429,2,67592.1814,NA,NA,NA,28913.30921,NA,53860.48449,NA,30538.56895
39430,39430,1,39473.1838,NA,NA,NA,16476.08397,NA,35593.55631,NA,NA
39431,39431,2,40535.50166,NA,NA,NA,6752.640072,NA,NA,36208.66243,7226.509243
39432,39432,2,85173.88289,NA,NA,42789.43675,25944.43944,NA,63129.74891,NA,27402.81463
39433,39433,2,28238.08201,NA,NA,17393.6495,15075.75554,NA,23037.02663,NA,16303.40774
39434,39434,2,50781.36044,NA,NA,NA,24600.92616,NA,37592.29114,NA,27746.52275
39435,39435,1,55621.4579,42736.67488,NA,36350.597,8883.610893,NA,NA,NA,9704.834385
39436,39436,1,24459.92099,NA,NA,0,5532.056424,NA,NA,24135.01574,6031.142953
39437,39437,2,7880.657237,NA,NA,NA,1007.134377,NA,5797.725005,NA,1074.292502
39438,39438,1,90455.73053,90834.00012,NA,62333.20925,14306.22766,NA,NA,NA,14948.89709
39439,39439,2,32013.31371,NA,NA,21782.67025,7613.712304,NA,22511.82855,NA,8146.361957
39440,39440,2,5988.01138,NA,NA,NA,631.2421565,NA,NA,4645.343036,648.0881478
39441,39441,1,9367.558698,NA,NA,NA,1402.066644,NA,NA,NA,1604.543255
39442,39442,1,34007.76393,NA,NA,NA,21650.40047,NA,NA,NA,23966.64092
39443,39443,2,5400.731166,NA,NA,NA,715.4137432,NA,NA,NA,763.11924
39444,39444,1,5123.906703,NA,NA,NA,2703.235249,NA,NA,3922.962577,3173.169751
39445,39445,2,24181.33618,NA,NA,NA,6013.345644,NA,NA,NA,6402.851315
39446,39446,2,89845.4737,NA,NA,NA,17520.74471,NA,NA,60243.71699,18307.81782
39447,39447,2,3892.362195,NA,NA,NA,3603.943936,NA,NA,NA,4461.104295
39448,39448,2,65689.56368,NA,NA,43956.8265,13318.84121,NA,NA,59913.55723,13917.15492
39449,39449,2,6346.517636,5434.419532,NA,NA,2325.474489,NA,NA,NA,2587.287158
39450,39450,2,6828.949987,NA,NA,NA,1380.077834,NA,NA,NA,1579.378976
39451,39451,2,5454.657698,NA,NA,NA,1276.785575,NA,NA,NA,NA
39452,39452,1,84293.55086,NA,NA,49482.9055,13013.81088,NA,NA,76042.98436,18209.98208
39453,39453,1,32170.09971,NA,NA,26132.92125,4712.653372,NA,NA,28201.33711,5139.252209
39454,39454,1,8747.041662,NA,NA,0,4154.721368,NA,NA,5755.779328,4833.118309
39455,39455,1,97554.91394,NA,NA,NA,19287.70842,NA,NA,66319.28416,20154.15769
39456,39456,1,35168.53578,NA,NA,19217.7425,5463.697659,NA,NA,26195.01371,5709.139823
39457,39457,2,5002.362955,NA,NA,NA,801.655245,NA,NA,NA,894.0953361
39458,39458,2,39066.02951,NA,NA,25164.64,4806.152766,NA,NA,35039.08637,4885.739116
39459,39459,2,22202.6971,17294.576,NA,NA,8947.734475,NA,NA,NA,9596.09062
39460,39460,2,56124.61259,NA,NA,NA,12499.33931,NA,40406.24767,NA,13654.80989
39461,39461,1,38958.63185,NA,NA,NA,6917.287371,NA,NA,NA,7365.344545
39462,39462,2,5761.742019,NA,NA,3774.03525,3926.580903,NA,NA,4547.459955,4344.644842
39463,39463,2,44199.57197,NA,NA,0,18431.88809,NA,NA,33164.01289,19467.97169
39464,39464,1,19973.8521,NA,NA,NA,2572.508419,NA,NA,14733.87281,3209.421259
39465,39465,2,8598.018079,NA,NA,NA,5368.582802,NA,NA,NA,6625.960151
39466,39466,1,7421.04078,6316.247653,NA,NA,4221.361041,NA,NA,NA,4662.88255
39467,39467,2,32647.60703,NA,NA,0,3970.063645,NA,28663.86504,NA,4625.982523
39468,39468,1,59254.23604,42353.27228,NA,NA,9905.016235,NA,NA,NA,10600.10464
39469,39469,1,70748.64533,NA,NA,NA,NA,NA,NA,NA,NA
39470,39470,2,11928.20968,11035.44543,NA,NA,4417.896861,NA,NA,NA,5829.726817
39471,39471,2,5540.109098,NA,NA,NA,1263.171135,NA,5099.142281,NA,1379.941874
39472,39472,1,7421.04078,NA,NA,6071.85275,956.1276845,NA,NA,6021.022896,1086.270766
39473,39473,1,8180.979877,NA,NA,NA,1163.946842,NA,NA,7390.758718,1241.561597
39474,39474,1,45531.08267,NA,NA,NA,9712.118967,NA,39177.35656,NA,11010.61725
39475,39475,2,53574.87861,NA,NA,NA,8129.550463,NA,NA,45739.11556,9169.035156
39476,39476,2,43718.50637,NA,NA,NA,8907.30021,NA,NA,31030.22389,9552.726473
39477,39477,1,20960.98279,NA,NA,NA,2747.424007,NA,16060.50963,NA,NA
39478,39478,1,105888.795,NA,NA,NA,16037.34794,NA,NA,76889.05489,16757.78338
39479,39479,2,19282.00056,16303.84243,NA,NA,6307.289208,NA,NA,NA,6820.905756
39480,39480,1,9255.698647,6792.421239,NA,NA,1276.978397,NA,NA,NA,1362.130366
39481,39481,2,34759.80356,NA,NA,NA,5627.737526,NA,28912.37861,NA,7164.09515
39482,39482,2,54557.43764,NA,NA,41110.64325,12707.43018,NA,NA,54578.20359,13628.21526
39483,39483,2,9603.702624,NA,NA,NA,4933.871444,NA,6620.803128,NA,5625.115598
39484,39484,1,3183.47011,NA,NA,1905.284,440.4863428,NA,NA,2423.598412,482.7866431
39485,39485,2,8645.156619,NA,NA,NA,4856.125316,NA,NA,7111.725592,4856.125316
39486,39486,1,5448.499624,NA,NA,NA,838.9705278,NA,NA,NA,960.1287552
39487,39487,1,22077.08697,17388.41608,NA,NA,3149.944382,NA,NA,NA,3441.133219
39488,39488,1,8742.196461,NA,NA,NA,1278.454327,NA,NA,NA,1375.823477
39489,39489,1,23610.90218,NA,NA,NA,5713.678265,NA,NA,20342.97838,6113.402949
39490,39490,2,32379.73145,NA,NA,NA,6876.0088,NA,NA,25088.36749,7677.911515
39491,39491,1,7700.342456,6420.693041,NA,NA,1070.480954,NA,NA,NA,1141.86318
39492,39492,2,46962.39084,NA,NA,NA,7518.185255,NA,NA,NA,8045.77686
39493,39493,2,20926.03518,17576.86116,NA,13179.11175,4628.659828,NA,NA,NA,4964.054228
39494,39494,1,19738.20253,19099.93833,NA,13282.86775,2213.923002,NA,NA,NA,2613.041232
39495,39495,2,6601.517636,5504.471858,NA,NA,887.8925492,NA,NA,NA,947.0993447
39496,39496,2,4478.209151,NA,NA,NA,881.1748859,NA,NA,NA,NA
39497,39497,1,70216.93679,56573.8786,NA,NA,NA,NA,NA,NA,NA
39498,39498,1,7162.985905,NA,NA,4757.70825,2569.768501,NA,5614.843038,NA,2859.084919
39499,39499,2,44409.80304,34903.24129,NA,NA,7393.503174,NA,NA,NA,7912.345165
39500,39500,1,7144.088756,NA,NA,NA,1474.805528,NA,NA,NA,1687.786578
39501,39501,1,6220.123389,NA,NA,NA,842.2840478,NA,NA,5189.265346,923.1693436
39502,39502,1,12164.19791,11740.64532,NA,6206.327,5777.822371,NA,NA,NA,6322.107068
39503,39503,1,7421.04078,NA,NA,6071.85275,956.1276845,NA,5404.164802,NA,1086.270766
39504,39504,1,8506.639434,7095.826675,NA,NA,10558.07873,NA,NA,NA,10558.07873
39505,39505,2,53574.87861,NA,NA,30883.04025,8129.550463,NA,38789.80847,NA,8791.557786
39506,39506,1,23792.42738,0,NA,0,NA,NA,NA,NA,NA
39507,39507,1,21427.89832,NA,NA,NA,2472.980179,NA,16530.37066,NA,2584.581621
39508,39508,1,9157.90227,NA,NA,NA,1207.327001,NA,NA,NA,1287.834449
39509,39509,1,4813.676114,NA,NA,NA,1126.749389,NA,NA,NA,1289.466617
39510,39510,2,7704.626414,NA,NA,NA,1196.47685,NA,NA,NA,NA
39511,39511,1,35320.28749,NA,NA,22951.20325,10686.32931,NA,NA,31049.27963,11326.2023
39512,39512,2,59784.79278,NA,NA,38200.307,26515.12267,NA,43041.35089,NA,28297.25074
39513,39513,2,7966.75793,6009.520794,NA,NA,5175.777845,NA,NA,NA,5726.844059
39514,39514,2,7196.372837,NA,NA,NA,1272.744633,NA,NA,5829.110246,1542.725029
39515,39515,1,5916.824274,NA,NA,NA,868.3746306,NA,NA,NA,934.5114476
39516,39516,1,7421.04078,NA,NA,NA,1197.976041,NA,5174.573971,NA,1733.049016
39517,39517,1,5325.693354,NA,NA,NA,1075.723899,NA,NA,NA,1231.072385
39518,39518,1,34010.80383,NA,NA,NA,6392.885455,NA,NA,NA,6806.975262
39519,39519,1,6937.266948,5786.732146,NA,4592.47725,760.0123165,NA,NA,NA,780.2948036
39520,39520,1,7380.514934,NA,NA,NA,3224.056683,NA,NA,NA,3687.781301
39521,39521,1,2144.760285,NA,NA,1304.04525,815.3968756,NA,1542.850702,NA,962.3937482
39522,39522,1,12164.19791,NA,NA,NA,2939.296174,NA,NA,8004.356398,3204.471184
39523,39523,1,39473.1838,34993.40844,NA,32065.47725,9382.417507,NA,NA,NA,9537.783432
39524,39524,2,5642.422759,4404.936288,NA,0,598.6547765,NA,NA,NA,625.6710611
39525,39525,1,23792.42738,16709.62025,NA,13706.03375,NA,NA,NA,NA,NA
39526,39526,1,7872.92021,NA,NA,NA,1016.388989,NA,NA,6670.649319,1188.811759
39527,39527,2,7919.606141,NA,NA,NA,NA,NA,NA,NA,NA
39528,39528,1,5588.325821,NA,NA,NA,1248.94253,NA,NA,NA,1429.306033
39529,39529,2,22501.26941,14496.94587,NA,NA,3927.898755,NA,NA,NA,5308.120643
39530,39530,2,6587.737522,NA,NA,4567.20275,705.8651754,NA,NA,5377.310161,724.702635
39531,39531,1,47023.23095,NA,NA,27352.56975,6530.476882,NA,NA,34002.77771,8825.217069
39532,39532,2,21933.60367,21013.84352,NA,15471.132,3217.627033,NA,NA,NA,NA
39533,39533,1,7094.975247,NA,NA,NA,3633.990314,NA,NA,4075.248996,4152.359186
39534,39534,2,29718.06368,NA,NA,NA,5714.343505,NA,NA,NA,6084.481749
39535,39535,2,93843.80393,72014.83116,NA,NA,57783.19884,NA,NA,NA,61031.27763
39536,39536,1,23676.53335,NA,NA,0,3645.080862,NA,22210.12434,NA,3960.925826
39537,39537,1,18499.78145,NA,NA,NA,3427.893977,NA,NA,NA,3649.930796
39538,39538,2,35546.25902,26527.02299,NA,0,21774.99764,NA,NA,NA,23078.83477
39539,39539,2,36230.4803,NA,NA,NA,6454.5038,NA,NA,NA,6872.584846
39540,39540,1,9569.989478,0,NA,NA,4245.484297,NA,NA,NA,4351.295996
39541,39541,2,7406.083418,NA,NA,4055.1795,1049.385754,NA,5254.2794,NA,1122.800001
39542,39542,1,5096.371089,NA,NA,NA,1113.122765,NA,NA,NA,1273.872132
39543,39543,2,52883.77676,NA,NA,NA,8204.75889,NA,NA,46162.25913,8872.890602
39544,39544,1,2187.316305,NA,NA,NA,1106.785337,NA,NA,NA,1221.921127
39545,39545,1,20256.87849,NA,NA,NA,NA,NA,NA,NA,NA
39546,39546,2,18398.10679,NA,NA,11243.95325,2544.713364,NA,NA,13328.78437,3003.465313
39547,39547,1,17895.92441,NA,NA,NA,5725.32651,NA,NA,13087.05924,NA
39548,39548,2,9336.453936,NA,NA,NA,1217.713455,NA,NA,7245.167396,1298.913496
39549,39549,2,4126.70168,3367.006971,NA,2679.0865,700.0135321,NA,NA,NA,795.2956997
39550,39550,2,4974.195291,NA,NA,3700.56775,1185.633469,NA,NA,3727.598939,NA
39551,39551,2,85429.37369,NA,NA,0,13644.3981,NA,78367.81817,NA,NA
39552,39552,1,5608.165586,5442.195785,NA,3162.443,796.8962498,NA,NA,NA,825.9084797
39553,39553,2,50781.36044,NA,NA,NA,7878.575322,NA,NA,44327.05951,8885.969088
39554,39554,2,50781.36044,NA,NA,NA,8045.665533,NA,38389.55506,NA,8700.84192
39555,39555,2,3916.330784,NA,NA,NA,3176.475859,NA,NA,NA,3931.967408
39556,39556,2,16736.37321,NA,NA,NA,10823.03148,NA,13422.80298,NA,11842.58695
39557,39557,1,19659.28068,NA,NA,NA,NA,NA,NA,NA,NA
39558,39558,1,7287.600313,NA,NA,4718.882,780.9311322,NA,NA,5746.911798,801.7718808
39559,39559,2,6189.554363,6006.378762,NA,3490.288,659.6581043,NA,NA,NA,683.6739691
39560,39560,1,63608.65595,NA,NA,40900.60375,9372.51113,NA,58545.70393,NA,10238.9298
39561,39561,2,6125.827592,NA,NA,NA,1039.125806,NA,4830.939879,NA,1503.248724
39562,39562,2,6251.288157,4615.52529,NA,3682.7725,3975.18111,NA,NA,NA,4398.419524
39563,39563,2,13343.89234,NA,NA,NA,NA,NA,NA,NA,NA
39564,39564,2,26057.45376,NA,NA,NA,3250.249042,NA,23269.30633,NA,3543.477343
39565,39565,2,12415.16285,NA,NA,NA,NA,NA,NA,0,NA
39566,39566,2,32950.86272,NA,NA,20672.29875,12419.09625,NA,NA,32690.31883,14657.96712
39567,39567,2,9967.467684,NA,NA,NA,1372.019796,NA,7898.244424,NA,1463.509352
39568,39568,2,8890.93517,NA,NA,5336.273,2009.491964,NA,NA,7614.729882,2195.254491
39569,39569,1,99811.15462,78455.08393,NA,62698.9115,66954.0355,NA,NA,NA,71454.13409
39570,39570,1,21707.38486,NA,NA,NA,6122.857472,NA,NA,22795.02161,6399.171746
39571,39571,2,38683.84039,NA,NA,NA,18627.30749,NA,29979.0981,NA,19989.28184
39572,39572,1,9796.446326,NA,NA,NA,NA,NA,NA,NA,NA
39573,39573,2,3688.600657,NA,NA,NA,NA,NA,NA,2932.712312,NA
39574,39574,2,16586.92657,NA,NA,NA,7011.511707,NA,NA,NA,7186.26208
39575,39575,1,2640.896456,NA,NA,NA,1885.220144,NA,1767.418515,NA,NA
39576,39576,2,84508.43427,75382.14144,NA,NA,12556.58768,NA,NA,NA,13717.35045
39577,39577,2,11379.9603,NA,NA,NA,1122.586815,NA,NA,6536.481124,1400.521748
39578,39578,2,3183.47011,NA,NA,NA,430.4294713,NA,NA,2389.942878,446.0999163
39579,39579,1,45702.80286,33411.72649,NA,NA,6344.628885,NA,NA,NA,6449.691267
39580,39580,2,46882.77293,NA,NA,36157.0695,22870.02081,NA,34950.21003,NA,24407.15517
39581,39581,2,51781.44888,NA,NA,NA,10987.6124,NA,44614.72436,NA,11758.67242
39582,39582,2,5262.973144,NA,NA,NA,1306.407791,NA,NA,4088.675365,1484.229162
39583,39583,2,17464.11408,NA,NA,NA,NA,NA,12000.18254,NA,NA
39584,39584,1,15506.79494,NA,NA,9542.16575,4452.903737,NA,NA,14878.25743,5875.920861
39585,39585,1,32337.67079,NA,NA,NA,13998.73634,NA,NA,NA,16012.21169
39586,39586,2,4835.589346,4692.483408,NA,NA,3501.871093,NA,NA,NA,4110.641656
39587,39587,2,3758.940451,NA,NA,NA,1612.712631,NA,NA,2704.526548,1865.634242
39588,39588,2,74056.79928,56991.98328,NA,40106.0675,14329.48404,NA,NA,NA,14973.19821
39589,39589,2,53715.87186,NA,NA,NA,8945.28518,NA,NA,0,9573.024083
39590,39590,2,16444.91177,NA,NA,NA,3014.842822,NA,NA,NA,3210.124857
39591,39591,2,49663.00218,NA,NA,NA,20322.78189,NA,NA,43537.87683,21539.66366
39592,39592,1,21053.79286,NA,NA,NA,NA,NA,18736.12463,NA,NA
39593,39593,1,85693.88666,68837.16856,NA,NA,13628.13431,NA,NA,NA,14240.3422
39594,39594,1,7648.479396,NA,NA,NA,1034.132827,NA,6470.410995,NA,1071.782018
39595,39595,2,48780.31124,38753.58012,NA,NA,8209.114885,NA,NA,NA,8785.192749
39596,39596,1,7279.467843,NA,NA,NA,1162.263227,NA,NA,NA,1330.109114
39597,39597,1,39478.77872,NA,NA,NA,7420.680544,NA,NA,NA,7901.344276
39598,39598,1,31465.7394,NA,NA,NA,NA,NA,NA,NA,NA
39599,39599,1,73276.0739,NA,NA,48554.7605,10851.05626,NA,NA,63627.42878,15183.68
39600,39600,1,7568.372957,NA,NA,NA,1208.022992,NA,5700.613071,NA,1312.697756
39601,39601,1,10217.62982,7498.347607,NA,NA,2481.532001,NA,NA,NA,2647.006481
39602,39602,2,24967.60858,15264.81633,NA,15405.3045,3291.414139,NA,NA,NA,3884.778671
39603,39603,2,54685.24382,38939.77995,NA,NA,9075.362377,NA,NA,NA,11552.91257
39604,39604,1,93035.34101,NA,NA,NA,42455.22218,NA,68071.08329,NA,45308.71239
39605,39605,2,39316.83077,28102.57207,NA,NA,6549.626774,NA,NA,NA,8337.657751
39606,39606,1,23397.37827,14304.80139,NA,NA,14603.99446,NA,NA,NA,17331.9022
39607,39607,2,5556.719287,NA,NA,NA,825.9567749,NA,NA,NA,921.1991124
39608,39608,2,10409.12378,NA,NA,NA,3637.411582,NA,NA,8314.463948,3900.979769
39609,39609,2,15645.20919,NA,NA,NA,4121.202828,NA,NA,NA,4713.966354
39610,39610,1,7676.236557,NA,NA,NA,1378.762555,NA,NA,6314.667319,1489.904133
39611,39611,2,6539.979441,NA,NA,NA,2767.279065,NA,NA,NA,NA
39612,39612,1,8169.064223,NA,NA,NA,1522.713944,NA,NA,NA,1621.345513
39613,39613,2,33031.81004,NA,NA,NA,4125.403848,NA,29785.42153,NA,4482.868629
39614,39614,2,50883.21591,NA,NA,NA,9274.557353,NA,NA,NA,9875.303244
39615,39615,2,104643.8183,NA,NA,62393.235,16414.40026,NA,NA,86044.39225,17151.77377
39616,39616,2,26688.39564,NA,NA,17694.26125,5016.043563,NA,18863.83193,NA,5241.376051
39617,39617,2,10671.33527,NA,NA,NA,1221.547902,NA,NA,NA,1480.668214
39618,39618,2,19017.55422,NA,NA,NA,NA,NA,17603.26947,NA,NA
39619,39619,1,2592.780706,1600.626949,NA,NA,288.8016415,NA,NA,NA,340.8657827
39620,39620,1,21908.84157,20990.11979,NA,0,3213.994471,NA,NA,NA,3438.843135
39621,39621,2,41236.40235,NA,NA,20808.695,6471.808058,NA,34198.45535,NA,6998.821741
39622,39622,1,6474.006029,NA,NA,NA,1052.416508,NA,NA,NA,1132.570252
39623,39623,1,8169.064223,NA,NA,NA,1650.904529,NA,NA,NA,1889.316559
39624,39624,2,63179.52209,NA,NA,NA,9254.326235,NA,NA,47152.43138,12949.40555
39625,39625,2,17515.36253,NA,NA,NA,1932.57483,NA,12384.48049,NA,2411.050124
39626,39626,2,98473.73276,77656.77145,NA,NA,15470.51953,NA,NA,NA,16165.49169
39627,39627,2,26334.94735,NA,NA,NA,6350.485665,NA,NA,NA,7948.712768
39628,39628,2,4239.6929,NA,NA,2939.3305,454.2760792,NA,NA,3460.693999,466.3993679
39629,39629,1,9018.89766,NA,NA,NA,1889.897252,NA,NA,NA,2162.822931
39630,39630,2,14176.09931,NA,NA,NA,13781.33466,NA,10516.60498,NA,15886.81249
39631,39631,1,6992.279009,NA,NA,NA,945.3022873,NA,NA,NA,1008.337301
39632,39632,1,6427.918063,NA,NA,NA,833.2733044,NA,5069.173959,NA,946.6940927
39633,39633,1,7287.600313,NA,NA,0,3159.386288,NA,5653.749936,NA,3277.18132
39634,39634,2,38855.43948,NA,NA,NA,4570.367046,NA,NA,27349.87099,NA
39635,39635,2,67033.9976,51505.48492,NA,NA,9844.339564,NA,NA,NA,10754.37525
39636,39636,2,6214.032065,NA,NA,NA,672.9106121,NA,NA,4369.94367,815.6514801
39637,39637,1,8678.553429,NA,NA,NA,1167.250222,NA,6719.456664,NA,1365.265469
39638,39638,2,41045.81826,29902.95836,NA,25270.09825,8158.94452,NA,NA,NA,8750.144654
39639,39639,2,18968.29236,NA,NA,NA,4527.228824,NA,12066.59511,NA,4935.66264
39640,39640,1,6703.982821,6205.829618,NA,0,NA,NA,NA,NA,NA
39641,39641,2,19018.43919,17662.63948,NA,NA,2120.735719,NA,NA,NA,2216.44096
39642,39642,1,42931.30469,NA,NA,NA,8554.407456,NA,NA,38436.65872,8696.062144
39643,39643,2,5102.727322,NA,NA,NA,2111.512988,NA,NA,NA,2331.16779
39644,39644,1,49437.8386,NA,NA,NA,NA,NA,0,NA,NA
39645,39645,2,5988.01138,NA,NA,3814.36625,2595.97676,NA,4645.523562,NA,2692.765547
39646,39646,2,67592.1814,53619.98275,NA,36331.9565,42217.24519,NA,NA,NA,44745.11742
39647,39647,2,36016.89774,26201.47819,NA,NA,4580.906847,NA,NA,NA,4977.840801
39648,39648,2,3869.78708,NA,NA,NA,580.2911258,NA,NA,NA,624.4870369
39649,39649,2,4828.961138,NA,NA,NA,NA,NA,NA,NA,NA
39650,39650,2,90370.19705,NA,NA,49848.52375,17136.01601,NA,67909.09892,NA,17905.8062
39651,39651,2,46376.92243,NA,NA,NA,8260.886071,NA,NA,NA,8795.972887
39652,39652,2,17131.99504,NA,NA,NA,4260.335615,NA,NA,NA,4536.292625
39653,39653,2,70893.6823,53154.4195,NA,NA,30576.44626,NA,NA,NA,35371.74822
39654,39654,1,6659.491266,NA,NA,NA,1111.186303,NA,4799.69175,NA,1262.43515
39655,39655,2,3109.605515,NA,NA,1921.883,432.7031314,NA,NA,2380.774431,474.2560029
39656,39656,1,60492.62066,NA,NA,NA,7307.813967,NA,54547.09482,NA,7428.825984
39657,39657,2,19915.67058,NA,NA,12595.12025,2305.537945,NA,NA,14690.95474,2409.583
39658,39658,2,4361.662104,NA,NA,NA,1173.702629,NA,NA,NA,1263.093721
39659,39659,1,18487.63723,NA,NA,11376.4385,5308.877123,NA,12496.55956,NA,5752.610223
39660,39660,1,34544.28186,33970.38587,NA,NA,8288.700018,NA,NA,NA,8868.57131
39661,39661,1,9967.467684,NA,NA,NA,NA,NA,NA,NA,NA
39662,39662,1,19340.33971,NA,NA,11687.24,2245.03561,NA,15958.09139,NA,2346.350297
39663,39663,2,33650.84859,NA,NA,26438.9635,4210.290641,NA,NA,24370.77941,NA
39664,39664,2,6767.734172,NA,NA,NA,893.965079,NA,4978.958031,NA,1045.619551
39665,39665,1,9451.328234,NA,NA,5987.74975,4301.827711,NA,6897.386409,NA,4590.961125
39666,39666,1,46679.16457,NA,NA,NA,9498.143403,NA,NA,40253.39339,10164.67935
39667,39667,2,11722.15974,NA,NA,NA,3018.007956,NA,NA,NA,3340.885683
39668,39668,2,21306.55427,18673.48778,NA,0,2786.363448,NA,NA,NA,NA
39669,39669,2,24940.68441,18266.21484,NA,NA,12722.47165,NA,NA,NA,13652.70164
39670,39670,2,31423.76366,19212.0114,NA,NA,3466.429471,NA,NA,NA,4152.696056
39671,39671,1,47292.9332,33664.06087,NA,30847.3575,5562.826371,NA,NA,NA,5654.942679
39672,39672,1,4594.729532,NA,NA,NA,NA,NA,NA,NA,NA
39673,39673,1,17120.13628,NA,NA,0,17240.29573,NA,12661.00434,NA,19699.52976
39674,39674,2,52851.19242,NA,NA,NA,15340.3028,NA,43643.75569,NA,17301.7901
39675,39675,1,37623.59651,27320.9431,NA,26473.4245,5309.489895,NA,NA,NA,5397.411138
39676,39676,2,12111.7023,NA,NA,8370.30125,1601.62201,NA,NA,11552.85184,1746.11583
39677,39677,2,85173.88289,NA,NA,NA,25944.43944,NA,63129.74891,NA,27497.93323
39678,39678,1,37023.70692,NA,NA,25127.29575,4700.46632,NA,28640.77517,NA,5107.76006
39679,39679,2,7966.75793,NA,NA,NA,5066.044763,NA,NA,5970.187472,NA
39680,39680,2,43506.29163,NA,NA,NA,19300.37734,NA,NA,NA,21365.20356
39681,39681,1,16121.31964,NA,NA,NA,1769.264327,NA,11053.13769,NA,2088.221059
39682,39682,2,24960.82022,NA,NA,NA,12323.96998,NA,22493.59485,NA,14006.75375
39683,39683,1,6081.271402,NA,NA,NA,1009.402506,NA,NA,4963.901854,1036.340481
39684,39684,2,9381.873045,NA,NA,NA,2203.744825,NA,6972.4249,NA,2350.695793
39685,39685,1,11703.0068,NA,NA,NA,10607.76698,NA,NA,NA,14071.86907
39686,39686,2,5414.194333,NA,NA,NA,2336.042596,NA,NA,NA,NA
39687,39687,2,6981.37054,NA,NA,NA,1021.744423,NA,NA,NA,1099.562132
39688,39688,1,32380.32423,NA,NA,NA,11215.54933,NA,NA,27469.554,12272.08092
39689,39689,1,4776.664414,3533.106627,NA,NA,645.8415086,NA,NA,NA,NA
39690,39690,1,4718.562888,NA,NA,2628.4045,556.9782188,NA,3156.915493,NA,582.1137104
39691,39691,1,4588.294567,3739.311442,NA,3594.626,566.0416417,NA,NA,NA,643.0882588
39692,39692,2,26663.1918,0,NA,0,2940.816732,NA,NA,NA,3523.025103
39693,39693,2,3479.10709,NA,NA,NA,363.5809418,NA,NA,2846.088943,376.8176636
39694,39694,1,6474.006029,NA,NA,NA,NA,NA,NA,NA,NA
39695,39695,1,96707.19957,74652.85606,NA,NA,18071.1784,NA,NA,NA,18882.97828
