ID,SDMVPSU,SDMVSTRA,WTMEC8YR,WTDR8YR,WTSVOC8Y,WTSHM8YR,WTSPO8YR,WTSAU8YR,WTSAF8YR,WTSCI8YR,WTSPH8YR
4882,4882,1,16729.555,12006.49602,NA,NA,NA,50523.25754,NA,NA,NA
4883,4883,1,38918.47,50379.87086,NA,126095.8451,NA,NA,NA,NA,35783.63416
4884,4884,2,4880.903,12675.23353,NA,14545.09129,10201.08752,NA,NA,NA,NA
4885,4885,2,1450.8715,2275.833654,NA,NA,NA,5208.629225,NA,NA,NA
4886,4886,1,4083.352,5607.369638,NA,NA,9391.709104,NA,NA,NA,NA
4887,4887,2,6977.99,13564.75502,NA,NA,0,0,NA,NA,NA
4888,4888,1,21384.235,9189.954729,NA,NA,NA,79549.34826,22507.27568,62738.70481,NA
4889,4889,2,29257.22,19202.35337,NA,NA,62610.4525,NA,NA,77253.17637,NA
4890,4890,2,3238.58,1299.41607,NA,NA,NA,10298.68379,NA,7865.671751,NA
4891,4891,1,0,NA,NA,NA,NA,NA,NA,NA,NA
4892,4892,2,19516.775,NA,NA,NA,NA,NA,NA,NA,18847.31764
4893,4893,1,14063.65,14559.81352,NA,NA,NA,50207.22548,16423.19389,NA,NA
4894,4894,1,2710.566,2221.361365,NA,NA,NA,NA,NA,NA,NA
4895,4895,2,9089.69,6839.138495,NA,NA,NA,32450.19766,10806.16916,18931.70501,NA
4896,4896,2,14160.705,18730.04262,2.845,NA,NA,46022.29865,NA,33307.04257,NA
4897,4897,1,10885.585,10106.40125,NA,NA,NA,NA,NA,NA,NA
4898,4898,2,8174.8,NA,NA,NA,0,NA,NA,NA,NA
4899,4899,1,3044.0195,NA,NA,NA,NA,NA,NA,NA,NA
4900,4900,1,0,NA,NA,NA,NA,NA,NA,NA,NA
4901,4901,1,11750.415,7986.497317,NA,NA,NA,41948.97901,15334.514,0,NA
4902,4902,1,13225.78,8989.271293,NA,NA,56474.08347,NA,16423.19389,30446.03355,NA
4903,4903,2,15960.32,32431.14827,NA,NA,48519.36992,NA,15713.62752,NA,NA
4904,4904,1,1701.559,3888.989407,NA,4696.30314,NA,NA,NA,NA,NA
4905,4905,1,1019.324,1377.421437,3.8,NA,NA,NA,NA,NA,NA
4906,4906,2,23976.53,17849.85574,NA,72409.12594,NA,NA,NA,NA,NA
4907,4907,1,8478.39,5726.023456,NA,NA,NA,28233.03506,10362.19762,NA,NA
4908,4908,2,1723.092,2677.145532,NA,4755.734339,NA,NA,NA,NA,NA
4909,4909,1,8204.355,12985.44929,NA,NA,18870.01935,NA,NA,NA,NA
4910,4910,2,56740.5,53871.35715,NA,196889.6105,NA,NA,NA,NA,NA
4911,4911,1,16630,11935.04802,NA,NA,46065.1044,NA,NA,41632.93304,NA
4912,4912,1,53573.85,86800.47937,NA,NA,176793.6352,NA,51325.09024,0,NA
4913,4913,2,33830.025,42626.65032,NA,NA,83560.16005,104534.7751,NA,NA,NA
4914,4914,2,3165.6285,4690.622946,NA,NA,NA,NA,NA,NA,NA
4915,4915,2,9595.15,6521.61322,NA,NA,40971.29982,NA,13511.25748,25152.68349,NA
4916,4916,1,13750.685,NA,NA,NA,NA,51152.5524,15630.55952,NA,NA
4917,4917,1,42640.395,43786.21821,NA,NA,NA,114276.257,NA,0,43261.40973
4918,4918,1,32687.215,20381.24022,2.205,NA,NA,98061.65081,29279.19754,NA,NA
4919,4919,2,11350.71,11751.16152,NA,28717.29375,NA,NA,NA,NA,12190.43352
4920,4920,2,6173.74,7835.916608,NA,NA,NA,16360.40502,NA,11975.20679,NA
4921,4921,2,59846.15,33104.7527,NA,NA,NA,160387.6226,NA,144279.8398,62783.40751
4922,4922,2,4524.15,5643.874197,NA,13074.79359,NA,NA,NA,10247.5799,NA
4923,4923,2,3787.935,2486.130494,NA,NA,NA,NA,NA,7347.462478,NA
4924,4924,2,2685.24,2757.397103,NA,NA,NA,8055.719682,2331.929436,6785.086113,NA
4925,4925,1,0,NA,NA,NA,NA,NA,NA,NA,NA
4926,4926,2,0,NA,NA,NA,NA,NA,NA,NA,NA
4927,4927,2,4940.2925,3450.468651,NA,NA,NA,NA,NA,NA,NA
4928,4928,2,4021.497,1912.928001,NA,0,NA,NA,NA,0,NA
4929,4929,1,41660.19,23044.93786,NA,134979.0166,NA,NA,NA,NA,38511.54923
4930,4930,2,17273.03,16399.59692,NA,59937.42166,NA,NA,NA,NA,NA
4931,4931,1,1477.9445,1843.734535,2.235,4138.244016,NA,NA,NA,2591.22044,NA
4932,4932,2,32687.305,18081.45754,NA,114405.575,NA,NA,NA,0,33200.28229
4933,4933,2,45464.055,46685.75586,NA,NA,NA,121843.6679,NA,NA,46177.54103
4934,4934,3,20252.605,26010.56498,2.905,NA,NA,58124.97147,NA,43318.995,NA
4935,4935,1,3444.253,2326.134582,NA,NA,NA,11469.36259,NA,11415.03824,NA
4936,4936,2,20086.57,19037.98704,NA,NA,NA,NA,NA,NA,NA
4937,4937,1,1466.3795,1676.666475,NA,NA,NA,NA,NA,NA,NA
4938,4938,2,35663.32,29903.47381,NA,113409.3645,NA,NA,NA,0,NA
4939,4939,2,7692.275,14439.77973,NA,NA,26153.74087,NA,10793.26663,NA,NA
4940,4940,2,25868.04,30245.10668,2.465,NA,NA,NA,30713.15427,NA,NA
4941,4941,1,21212.955,27256.22466,2.61,NA,NA,NA,NA,NA,NA
4942,4942,1,4428.9015,4310.671781,NA,NA,NA,NA,NA,NA,NA
4943,4943,1,3204.3,1285.661995,NA,NA,NA,8972.04014,NA,NA,NA
4944,4944,2,2960.747,2042.546212,NA,NA,NA,NA,NA,7737.555532,NA
4945,4945,1,21981.04,13705.689,3.09,63305.39141,NA,NA,NA,NA,NA
4946,4946,1,2750.606,2824.786565,NA,NA,NA,NA,NA,NA,NA
4947,4947,1,0,NA,NA,NA,NA,NA,NA,NA,NA
4948,4948,1,13684.245,25806.5955,2.8,NA,NA,38452.7258,16473.20655,34741.70462,NA
4949,4949,2,2680.337,NA,NA,7719.37128,NA,NA,NA,NA,NA
4950,4950,2,3089.258,NA,NA,8773.493387,NA,NA,NA,NA,NA
4951,4951,2,1170.9105,765.2921962,NA,NA,3173.168061,NA,NA,NA,NA
4952,4952,2,17897.875,12754.83573,4.235,NA,NA,NA,NA,41628.44324,NA
4953,4953,2,3772.6995,2290.97367,NA,11242.64522,NA,NA,NA,7317.91038,NA
4954,4954,1,5104.18,NA,NA,NA,NA,NA,NA,NA,NA
4955,4955,2,16684.01,16789.08165,NA,65568.16253,NA,NA,NA,36039.62299,15889.77396
4956,4956,1,56841.45,35441.97826,NA,NA,205197.7028,NA,NA,NA,NA
4957,4957,1,42567.23,51439.86826,NA,NA,NA,119188.2471,NA,NA,NA
4958,4958,1,9624.88,9964.446813,NA,30895.86932,NA,NA,NA,25626.32966,12149.15838
4959,4959,1,1358.7415,798.9371147,NA,NA,3682.189751,NA,NA,3614.562402,NA
4960,4960,2,6626.23,4985.614737,NA,NA,NA,18222.13002,NA,NA,8710.225419
4961,4961,2,8685.665,9457.122744,NA,NA,31963.25283,NA,12224.34767,NA,NA
4962,4962,2,16297.47,8928.711068,NA,48403.47961,NA,NA,NA,NA,NA
4963,4963,1,7331.2,5516.040726,NA,NA,NA,20160.80596,9892.702092,19519.38893,NA
4964,4964,1,867.8525,559.2891808,3.595,NA,NA,2672.985256,NA,1541.362185,NA
4965,4965,2,63475.5,86710.40462,NA,NA,254536.8544,NA,52488.37492,NA,NA
4966,4966,2,854.8845,577.3607477,3.875,NA,NA,2633.0444,NA,1467.418044,NA
4967,4967,2,3978.504,4208.30602,NA,NA,NA,NA,NA,NA,NA
4968,4968,2,25920.38,24065.01101,NA,NA,NA,NA,NA,NA,NA
4969,4969,2,3922.3165,3580.104373,NA,NA,NA,NA,NA,NA,NA
4970,4970,1,0,NA,NA,NA,NA,NA,NA,NA,NA
4971,4971,2,0,NA,NA,NA,NA,NA,NA,NA,NA
4972,4972,1,2728.5455,4440.078898,NA,NA,NA,NA,NA,NA,NA
4973,4973,2,31836.485,20895.19998,NA,NA,78636.12366,NA,NA,84063.6842,NA
4974,4974,1,5715.94,4394.562314,5.94,NA,NA,18005.21458,NA,NA,NA
4975,4975,1,23587.375,13379.63741,NA,81848.19388,NA,NA,NA,64943.82671,NA
4976,4976,1,3049.8745,1223.701792,NA,NA,9058.127214,NA,NA,NA,NA
4977,4977,1,9465.895,9799.85255,NA,NA,40419.37651,NA,12761.21323,26177.03557,NA
4978,4978,2,24473.37,18219.73836,NA,NA,NA,NA,NA,NA,NA
4979,4979,1,3776.592,NA,NA,NA,14275.51823,NA,NA,NA,NA
4980,4980,1,5215.83,4609.309447,NA,NA,20550.37651,NA,NA,NA,NA
4981,4981,2,6775.57,4114.467152,NA,NA,NA,22088.35347,NA,NA,NA
4982,4982,1,25031.97,32155.87121,4.345,NA,NA,NA,22694.72567,0,NA
4983,4983,1,16987.705,21817.4347,2.765,50793.24316,NA,NA,NA,35809.60094,NA
4984,4984,2,19811.76,18809.94861,NA,NA,54878.57002,NA,NA,46510.54073,NA
4985,4985,1,55362.1,73226.20461,3.34,NA,NA,NA,NA,128766.0558,NA
4986,4986,2,47445.39,60947.97828,NA,146606.2521,NA,NA,NA,102354.6589,NA
4987,4987,2,1270.9095,2746.106278,NA,3876.274196,NA,NA,NA,NA,NA
4988,4988,1,51723.3,60475.24864,2.095,NA,NA,166548.9771,52707.64566,112874.1486,NA
4989,4989,1,5067.595,3539.381321,NA,NA,NA,NA,NA,NA,NA
4990,4990,1,5027.875,5229.966095,3.875,NA,NA,16742.82041,NA,NA,NA
4991,4991,2,4186.901,2629.412583,NA,NA,15030.97536,NA,5135.697617,8126.109037,NA
4992,4992,2,0,NA,NA,NA,NA,NA,NA,NA,NA
4993,4993,1,78639.15,91945.48226,NA,242994.9846,NA,NA,NA,NA,NA
4994,4994,1,24639.82,28406.29959,NA,NA,NA,74412.24914,NA,NA,NA
4995,4995,2,11651.055,8303.070582,4.05,NA,NA,NA,NA,0,NA
4996,4996,2,16775.765,22916.4423,NA,NA,55360.01804,NA,18251.25905,39821.35442,NA
4997,4997,1,0,NA,NA,NA,NA,NA,NA,NA,NA
4998,4998,2,845.414,570.9647132,2.965,NA,NA,NA,1045.918741,1451.161905,NA
4999,4999,1,13426.785,10102.39449,NA,33969.76767,NA,NA,NA,NA,13227.898
5000,5000,1,29850.575,38345.8165,NA,NA,90745.74721,NA,29375.84275,NA,NA
5001,5001,2,3010.4045,2076.803918,NA,NA,0,10175.16797,NA,NA,NA
5002,5002,2,1021.591,1062.653209,3.485,2860.454876,NA,NA,NA,NA,NA
5003,5003,2,1629.1145,2531.133662,NA,NA,NA,NA,NA,NA,NA
5004,5004,2,2895.991,1997.872719,NA,NA,7297.897336,NA,NA,7568.3238,NA
5005,5005,1,5315.835,6698.082676,NA,17010.67651,13130.11593,NA,NA,10311.13451,NA
5006,5006,1,4348.676,2936.951885,NA,NA,16785.88903,NA,5841.666326,NA,NA
5007,5007,1,2355.915,2150.367475,NA,NA,NA,NA,NA,NA,NA
5008,5008,2,61361.85,42829.49433,NA,198812.315,NA,NA,NA,NA,55281.17231
5009,5009,2,24410.43,24213.5887,2.36,NA,74207.70427,NA,22979.57597,57658.89646,NA
5010,5010,1,10135.655,14490.30556,NA,NA,NA,NA,NA,NA,NA
5011,5011,1,4050.5665,3319.517711,NA,NA,NA,NA,NA,NA,NA
5012,5012,1,9121.655,6199.78735,NA,NA,NA,25084.55011,NA,0,10990.94358
5013,5013,1,10439.545,9874.730897,NA,NA,NA,29335.12296,12751.34797,23696.1165,NA
5014,5014,1,7547.235,9509.69617,NA,NA,16151.07815,NA,NA,NA,NA
5015,5015,1,3120.683,2234.255109,NA,NA,NA,NA,NA,NA,NA
5016,5016,2,11075.045,11502.0046,3.33,NA,NA,30124.11746,10900.13593,NA,NA
5017,5017,2,1028.5295,429.0958126,NA,NA,NA,3270.724006,NA,NA,NA
5018,5018,2,15166.355,18327.60066,6.395,NA,NA,NA,15632.46263,39632.77674,NA
5019,5019,1,0,NA,NA,NA,NA,NA,NA,NA,NA
5020,5020,2,7466.53,5617.863012,NA,18890.32362,NA,NA,NA,NA,8352.379029
5021,5021,2,8244.65,9639.707945,2.205,26877.56443,NA,NA,NA,24507.98218,NA
5022,5022,2,7798.715,NA,NA,NA,0,NA,10858.33537,0,NA
5023,5023,2,11494.415,8996.891905,NA,NA,NA,35977.51314,NA,33725.5521,NA
5024,5024,2,11048.395,11474.32819,NA,NA,35686.31308,NA,14398.93864,0,NA
5025,5025,2,2920.4925,1605.720911,NA,8060.559187,NA,NA,NA,6864.722011,NA
5026,5026,2,19901.14,43117.82424,NA,NA,NA,74032.23472,20840.95099,NA,NA
5027,5027,1,38605.62,38294.31348,2.735,125854.3236,NA,NA,NA,NA,NA
5028,5028,2,1036.09,1625.208156,NA,NA,NA,3294.766129,NA,NA,NA
5029,5029,1,34673.255,NA,NA,121356.3899,NA,NA,NA,NA,36173.43342
5030,5030,1,857.378,1395.185391,NA,NA,NA,NA,NA,NA,NA
5031,5031,2,17182.53,7384.256845,NA,NA,NA,46736.48132,14823.36039,NA,NA
5032,5032,1,2519.083,5936.321022,NA,6952.668915,NA,NA,NA,NA,NA
5033,5033,2,3123.02,4421.520545,NA,NA,NA,NA,NA,NA,NA
5034,5034,1,5050.58,NA,NA,NA,NA,NA,NA,NA,NA
5035,5035,1,1129.877,NA,NA,3446.124971,NA,NA,NA,NA,NA
5036,5036,1,976.818,1447.385664,NA,NA,NA,NA,NA,NA,NA
5037,5037,1,44418.555,24570.76724,NA,143916.1181,NA,NA,49181.20207,NA,NA
5038,5038,1,80185.55,101035.7065,NA,242160.2907,171597.0272,NA,NA,211728.4715,NA
5039,5039,1,3181.733,1513.472724,NA,NA,NA,8908.852679,NA,NA,NA
5040,5040,1,39614.22,27650.04276,NA,NA,NA,106166.1153,NA,86899.23982,36637.39257
5041,5041,1,11750,NA,NA,NA,NA,NA,NA,NA,NA
5042,5042,2,0,NA,NA,NA,NA,NA,NA,NA,NA
5043,5043,2,25800.99,25592.93648,3,NA,NA,NA,30721.45831,NA,NA
5044,5044,2,27419.535,25676.26995,NA,NA,NA,NA,NA,NA,NA
5045,5045,2,8557.535,5816.368489,NA,21650.56643,NA,NA,10585.38138,0,NA
5046,5046,2,3935.9965,NA,NA,NA,NA,NA,NA,NA,NA
5047,5047,1,0,NA,NA,NA,NA,NA,NA,NA,NA
5048,5048,1,56370,91330.83424,NA,NA,NA,151071.5833,53632.36878,NA,NA
5049,5049,2,23674.955,30019.30973,NA,82152.08759,NA,NA,NA,66226.58493,NA
5050,5050,2,2926.4315,4258.096145,NA,NA,NA,9745.016334,3697.09736,NA,NA
5051,5051,1,15873.08,12263.21653,4.345,NA,NA,NA,NA,NA,NA
5052,5052,1,48112.905,97764.76157,2.78,147706.6213,NA,NA,NA,NA,NA
5053,5053,2,4026.2775,5440.744747,NA,11112.52556,NA,NA,NA,NA,NA
5054,5054,2,3126.036,1486.978956,NA,NA,NA,8752.90069,NA,NA,NA
5055,5055,1,15650,12090.87186,6.93,NA,NA,44915.50413,NA,NA,NA
5056,5056,2,23513.615,22018.67849,NA,NA,NA,NA,NA,NA,NA
5057,5057,1,36196.945,NA,2.89,129947.0384,NA,NA,NA,0,NA
5058,5058,1,1376.4105,574.2295281,NA,4198.052472,NA,NA,NA,3997.835796,NA
5059,5059,2,1329.63,869.0289259,NA,4055.370805,NA,NA,NA,NA,NA
5060,5060,1,26565.57,32102.84846,4.235,NA,NA,79696.70697,26507.48101,NA,NA
5061,5061,1,2938.573,2237.109828,NA,10167.46201,NA,NA,NA,NA,NA
5062,5062,1,22865.705,32208.80453,NA,NA,NA,NA,NA,NA,NA
5063,5063,1,58174.9,40605.08812,NA,NA,NA,NA,NA,146996.8593,53682.93997
5064,5064,1,1714.3405,1076.621688,4.545,4800.153585,NA,NA,NA,3610.710935,NA
5065,5065,2,0,NA,NA,NA,NA,NA,NA,NA,NA
5066,5066,2,729.8645,1195.39196,NA,NA,NA,2007.127061,969.0144724,1902.537768,NA
5067,5067,1,10127.28,6883.289689,NA,NA,NA,27850.02378,NA,26398.78814,12211.08233
5068,5068,2,4815.296,4094.676692,NA,NA,NA,NA,NA,NA,NA
5069,5069,2,14676.55,13743.45294,NA,NA,NA,NA,NA,NA,NA
5070,5070,1,0,NA,NA,NA,NA,NA,NA,NA,NA
5071,5071,1,3479.6025,1655.162005,NA,NA,NA,NA,NA,8443.465673,NA
5072,5072,2,22465.14,29081.07049,NA,0,NA,NA,16775.75513,NA,NA
5073,5073,1,64691.15,54243.13171,NA,NA,NA,186310.5285,NA,152804.3872,NA
5074,5074,2,2408.026,1728.196188,NA,NA,6670.231886,NA,NA,NA,NA
5075,5075,1,3330.112,5095.143021,NA,NA,NA,9324.312927,NA,NA,NA
5076,5076,1,4339.097,2930.482531,8.595,NA,15577.35785,NA,4602.990725,NA,NA
5077,5077,1,24693.7,16207.18429,NA,74574.97649,52844.51977,NA,NA,NA,NA
5078,5078,2,53245.6,68398.88911,NA,NA,NA,153347.3389,53020.97355,NA,NA
5079,5079,1,0,NA,NA,NA,NA,NA,NA,NA,NA
5080,5080,2,3490.0285,8567.524702,NA,11307.69279,NA,NA,NA,NA,3501.765055
5081,5081,1,1306.4545,NA,NA,3984.686094,NA,NA,NA,NA,NA
5082,5082,3,15293.365,21542.34878,NA,NA,NA,NA,NA,NA,NA
5083,5083,2,26605.065,34176.65877,2.97,94181.927,NA,NA,28386.38354,61614.02573,NA
5084,5084,2,51450.8,52833.38642,NA,NA,NA,NA,NA,NA,45400.06002
5085,5085,2,40310.22,33799.86929,NA,NA,NA,135039.2392,NA,NA,NA
5086,5086,1,1770.718,1141.142754,NA,NA,NA,5613.176103,NA,3304.057658,NA
5087,5087,2,2983.2575,2135.865206,NA,8591.78186,6861.492458,NA,NA,7796.38451,NA
5088,5088,2,17203.28,16109.5382,NA,NA,NA,NA,NA,NA,NA
5089,5089,1,4346.9905,8381.644279,NA,NA,NA,NA,NA,NA,NA
5090,5090,1,8815.47,14438.22192,NA,28297.66412,NA,NA,NA,26564.62722,10897.08185
5091,5091,1,2983.2105,3155.523268,NA,NA,NA,NA,NA,NA,NA
5092,5092,1,39578.535,24678.13739,2.78,NA,NA,132588.0924,NA,NA,NA
5093,5093,1,41167.51,83651.8176,2.11,126384.2631,NA,NA,NA,NA,NA
5094,5094,2,49897.645,27601.60656,NA,NA,149193.9655,NA,44286.14426,NA,NA
5095,5095,1,3776.592,5778.267637,NA,NA,NA,10574.45795,NA,NA,NA
5096,5096,2,7069.365,4804.891686,NA,NA,NA,19440.75489,NA,NA,9807.818144
5097,5097,2,2297.328,7120.868483,NA,NA,NA,7190.636224,NA,NA,NA
5098,5098,2,863.844,1355.02373,NA,NA,2341.017559,NA,NA,NA,NA
5099,5099,1,8960.725,9849.037613,NA,NA,17204.58873,23745.91673,NA,NA,NA
5100,5100,2,13016.395,5593.845142,NA,NA,NA,48420.99319,15093.18385,NA,NA
5101,5101,2,1858.6605,1214.796605,NA,NA,NA,5910.540374,NA,4768.531697,NA
5102,5102,2,7091.305,5053.583024,NA,25457.77628,NA,NA,NA,0,NA
5103,5103,1,3531.2295,2464.737095,NA,NA,14160.22973,NA,3504.410775,0,NA
5104,5104,2,10302.005,9744.631901,NA,30906.01543,NA,NA,NA,NA,NA
5105,5105,2,889.9075,941.3092454,NA,NA,NA,NA,NA,NA,NA
5106,5106,2,3018.269,NA,NA,8692.614051,NA,NA,NA,NA,NA
5107,5107,2,1021.8705,426.3177713,NA,NA,NA,NA,NA,NA,NA
5108,5108,2,820.1425,798.2486263,NA,NA,NA,NA,NA,NA,NA
5109,5109,1,21308.84,27359.70164,NA,NA,NA,57960.04432,17715.19939,NA,NA
5110,5110,2,17307.895,14717.73169,NA,NA,NA,NA,NA,NA,NA
5111,5111,1,9648.46,17319.63318,NA,28945.3793,NA,NA,13134.7493,NA,NA
5112,5112,1,19993.82,11698.08614,NA,73777.1938,NA,NA,NA,NA,NA
5113,5113,1,45408.49,28313.2513,2.3,NA,124873.3535,NA,38158.19622,NA,NA
5114,5114,2,9268.33,17398.30939,NA,NA,27341.56671,NA,9678.203658,NA,NA
5115,5115,1,0,NA,NA,NA,NA,NA,NA,NA,NA
5116,5116,2,1101.412,605.569254,NA,NA,2984.826789,NA,NA,3173.682106,NA
5117,5117,1,6820.635,4883.238131,NA,NA,NA,23053.74668,NA,17824.90862,NA
5118,5118,1,58097.2,36224.95268,NA,NA,214959.6214,NA,58339.04478,123938.5268,NA
5119,5119,2,0,NA,NA,NA,NA,NA,NA,NA,NA
5120,5120,1,0,NA,NA,NA,NA,NA,NA,NA,NA
5121,5121,2,4551.8815,NA,NA,NA,NA,NA,NA,NA,NA
5122,5122,2,2777.1185,1939.634314,NA,NA,NA,NA,NA,NA,NA
5123,5123,2,3690.845,2041.644286,NA,NA,NA,11072.53445,NA,NA,3233.188707
5124,5124,1,2195.066,3193.924934,4.52,NA,NA,NA,2887.642191,NA,NA
5125,5125,2,1150.0155,1803.911088,NA,NA,3484.546273,NA,NA,NA,NA
5126,5126,1,19158.82,18158.66983,NA,NA,NA,NA,NA,NA,NA
5127,5127,1,13851.195,9870.988797,3.735,NA,NA,NA,NA,32955.90057,NA
5128,5128,2,9521.34,5216.350862,NA,NA,NA,26754.97068,12511.9746,21592.53412,NA
5129,5129,1,2687.4055,3804.784674,NA,NA,NA,NA,NA,NA,NA
5130,5130,2,62920.85,43917.6548,NA,NA,NA,168627.8334,60126.22734,149357.904,NA
5131,5131,2,3889.501,9141.178925,NA,NA,NA,NA,NA,NA,NA
5132,5132,1,7360.095,4830.642706,NA,22227.49244,0,NA,NA,14276.389,NA
5133,5133,2,8785.135,5971.062805,NA,22226.39301,NA,NA,NA,22846.38956,8724.736464
5134,5134,2,0,NA,NA,NA,NA,NA,NA,NA,NA
5135,5135,1,1063.8725,827.6843886,3.905,2978.843626,NA,NA,NA,0,NA
5136,5136,1,1270.834,798.0954074,4.15,NA,NA,3914.168393,NA,NA,NA
5137,5137,2,3673.059,NA,NA,NA,NA,NA,NA,NA,NA
5138,5138,3,13966.295,7922.202373,NA,48463.04395,NA,NA,NA,0,NA
5139,5139,1,1032.6335,1395.406828,3,NA,NA,3180.510985,1377.943707,NA,NA
5140,5140,2,1159.27,757.6840332,NA,3535.7738,NA,NA,NA,2940.183618,NA
5141,5141,2,30920.74,NA,NA,NA,NA,NA,NA,NA,NA
5142,5142,1,0,NA,NA,NA,NA,NA,NA,NA,NA
5143,5143,2,5009.19,4770.809696,2.655,16430.13548,NA,NA,NA,0,NA
5144,5144,1,5570.215,3761.937802,3,15373.78857,NA,NA,NA,11185.98461,NA
5145,5145,1,4463.715,5000.38835,NA,13614.33004,NA,NA,NA,10841.20732,NA
5146,5146,2,21123.33,26571.73859,NA,NA,58511.62371,NA,NA,NA,NA
5147,5147,1,1011.8175,984.8069811,NA,NA,NA,NA,NA,NA,NA
5148,5148,2,3915.9135,3811.378125,NA,NA,NA,NA,NA,10233.76844,NA
5149,5149,2,42809.355,69359.84457,NA,149832.7387,NA,NA,NA,NA,42681.69688
5150,5150,2,32000.405,29965.90015,NA,NA,NA,NA,NA,NA,NA
5151,5151,2,0,NA,NA,NA,NA,NA,NA,NA,NA
5152,5152,1,3968.285,8597.690083,NA,NA,10158.80989,NA,NA,8036.807396,NA
5153,5153,2,4027.859,5530.989163,NA,NA,NA,NA,NA,NA,NA
5154,5154,1,45740.05,31925.76496,NA,NA,183417.6015,NA,45215.16966,NA,NA
5155,5155,2,9521.34,9006.205155,3.14,NA,NA,26754.97068,12410.28137,NA,NA
5156,5156,2,3118.999,2151.720393,NA,NA,NA,NA,NA,NA,NA
5157,5157,1,3444.253,5011.551233,NA,NA,12364.86838,NA,4393.299423,NA,NA
5158,5158,2,3220.0165,3306.85621,NA,NA,NA,NA,NA,NA,NA
5159,5159,2,1076.327,2325.663265,NA,NA,NA,3422.719135,NA,NA,NA
5160,5160,1,2889.3855,4194.821124,NA,NA,NA,NA,NA,NA,NA
5161,5161,2,14451.305,17463.51022,NA,NA,41041.70894,NA,15268.61476,NA,NA
5162,5162,2,967.6765,532.0398252,NA,2951.413147,NA,NA,NA,NA,NA
5163,5163,1,3162.719,5687.491931,NA,NA,9583.037912,NA,NA,8356.760198,NA
5164,5164,1,42619.39,49830.90574,3.765,130841.5234,NA,NA,NA,NA,NA
5165,5165,1,5905.655,3988.48543,NA,NA,NA,NA,NA,0,NA
5166,5166,2,13945.905,14483.54096,NA,NA,45045.26701,NA,17232.55117,0,NA
5167,5167,1,9800.875,9289.238429,NA,NA,NA,NA,NA,NA,NA
5168,5168,2,3668.907,5326.533375,NA,NA,NA,NA,NA,7116.583731,NA
5169,5169,2,27976.185,18361.57214,NA,NA,69101.17438,86446.40844,NA,73870.62117,NA
5170,5170,2,8997.76,8425.704935,NA,NA,NA,NA,NA,NA,NA
5171,5171,1,982.5585,409.9170787,NA,NA,2662.734137,NA,NA,NA,NA
5172,5172,1,5636.185,5961.736238,NA,NA,NA,NA,NA,NA,NA
5173,5173,1,4664.2035,6786.637171,NA,NA,0,NA,NA,NA,NA
5174,5174,2,2321.016,1601.211569,NA,6684.52573,NA,NA,NA,NA,NA
5175,5175,2,4659.4115,4839.039516,3.515,NA,NA,16028.37529,NA,11906.27424,NA
5176,5176,2,6626.23,10351.07933,NA,NA,22529.17894,NA,9153.678335,NA,NA
5177,5177,2,769.0475,578.6360894,NA,NA,2614.762008,NA,1019.250812,2004.676795,NA
5178,5178,1,3120.683,4285.40688,NA,NA,7177.571197,12045.83688,NA,8155.529609,NA
5179,5179,1,3077.538,2123.117394,NA,8740.207446,0,NA,NA,NA,NA
5180,5180,1,4369.1615,7912.399811,NA,NA,17214.49631,NA,NA,10891.43002,NA
5181,5181,2,4399.6515,4569.265473,6.16,NA,NA,NA,5139.176029,NA,NA
5182,5182,2,2941.502,5326.958354,NA,NA,NA,8236.206124,NA,NA,NA
5183,5183,2,2823.2505,4102.370341,NA,NA,6493.476371,NA,NA,7378.225496,NA
5184,5184,1,1536.8575,NA,2.11,NA,NA,4733.521071,1804.017436,NA,NA
5185,5185,1,4585.33,4462.924423,NA,NA,NA,NA,NA,NA,NA
5186,5186,2,7188.42,12333.88852,4.875,NA,NA,NA,NA,NA,NA
5187,5187,3,22323.405,22143.3934,2.5,NA,NA,NA,24373.9581,47542.77539,NA
5188,5188,2,24740.795,24541.28895,2.61,71253.48462,NA,NA,NA,NA,NA
5189,5189,1,4901.4175,5387.315823,NA,14606.22448,NA,NA,NA,9507.285844,NA
5190,5190,1,3749.0305,1504.224379,NA,11434.54355,NA,NA,NA,NA,NA
5191,5191,1,1510.995,1020.476084,3,NA,NA,NA,1781.77837,5007.78141,NA
5192,5192,1,1241.9795,518.1457913,NA,NA,5365.352053,NA,NA,NA,NA
5193,5193,2,45388.97,111423.4759,NA,147060.2629,NA,NA,NA,NA,42057.29184
5194,5194,1,4949.1805,5547.987018,NA,NA,9502.427026,NA,NA,9599.932053,NA
5195,5195,1,1280.009,1602.359627,3.675,NA,NA,NA,NA,2679.708502,NA
5196,5196,2,2770.7305,1983.706272,NA,NA,6982.240768,9365.068967,NA,7240.970454,NA
5197,5197,2,10337.875,NA,NA,26154.82107,NA,NA,NA,NA,9977.312208
5198,5198,2,30989.465,19322.65245,3.5,95137.65788,NA,NA,NA,65825.14622,NA
5199,5199,1,0,NA,NA,NA,NA,NA,NA,NA,NA
5200,5200,1,40584.065,125795.6191,NA,NA,NA,122563.8729,NA,97918.25653,NA
5201,5201,3,15497.84,9067.555302,NA,NA,68190.49463,NA,NA,0,NA
